50,0.5907723169508525
100,0.6720160481444333
150,0.7404809619238477
200,0.7525050100200401
250,0.7670682730923695
500,0.811491935483871
750,0.8816449348044132
1000,0.8838838838838838
2000,0.9124748490945674
3000,0.9275653923541247
5000,0.9437185929648241
8000,0.9527162977867203
10000,0.9627766599597586
15000,0.9738430583501007
20000,0.9739478957915831
25000,0.9889336016096579
30000,0.9738693467336683
35000,0.9678068410462777
40000,0.9839034205231388
45000,0.9728643216080402
50000,0.9769076305220884
