10,0.2241206030150754
20,0.3282828282828283
30,0.3873239436619718
40,0.446122860020141
50,0.46875
100,0.607645875251509
150,0.6445783132530121
200,0.6603015075376885
250,0.7072434607645876
500,0.7602808425275828
750,0.7885771543086172
1000,0.8221105527638191
2000,0.8492462311557789
3000,0.8857715430861723
5000,0.8873239436619719
8000,0.891566265060241
10000,0.913913913913914
15000,0.9083585095669687
20000,0.9140546006066734
25000,0.928714859437751
30000,0.9337349397590361
35000,0.9446122860020141
40000,0.9168336673346693
45000,0.9378757515030061
50000,0.9297893681043129
